model,family,condition,div_coeff,subject,n,acc,logpcc,margin,logpcc_ln,margin_ln
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,human_aging,223,0.300448,-11.167514,0.319156,-11.167514,0.319156
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,human_sexuality,131,0.259542,-11.418539,0.120028,-11.418539,0.120028
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,international_law,121,0.256198,-11.656414,-0.523037,-11.656414,-0.523037
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,jurisprudence,108,0.212963,-11.154603,0.079685,-11.154603,0.079685
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,logical_fallacies,163,0.239264,-11.510464,-0.221672,-11.510464,-0.221672
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,machine_learning,112,0.276786,-11.360484,0.035316,-11.360484,0.035316
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,management,103,0.252427,-11.234561,0.333566,-11.234561,0.333566
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,marketing,234,0.243590,-11.339481,-0.104845,-11.339481,-0.104845
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,medical_genetics,100,0.340000,-11.386496,0.381192,-11.386496,0.381192
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,miscellaneous,783,0.255428,-11.662173,-0.101501,-11.662173,-0.101501
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,moral_disputes,346,0.265896,-11.338323,-0.184248,-11.338323,-0.184248
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,moral_scenarios,895,0.248045,-11.297066,0.011957,-11.297066,0.011957
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,nutrition,306,0.245098,-11.443045,0.047053,-11.443045,0.047053
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,philosophy,311,0.218650,-11.310429,-0.216828,-11.310429,-0.216828
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,prehistory,324,0.253086,-11.488287,-0.158023,-11.488287,-0.158023
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,professional_accounting,282,0.248227,-11.622445,-0.106610,-11.622445,-0.106610
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,professional_law,1534,0.247718,-11.275397,-0.064563,-11.275397,-0.064563
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,professional_medicine,272,0.261029,-11.388119,0.533834,-11.388119,0.533834
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,professional_psychology,612,0.220588,-11.427922,-0.142716,-11.427922,-0.142716
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,public_relations,110,0.372727,-11.257841,0.321072,-11.257841,0.321072
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,security_studies,245,0.367347,-10.959795,0.219529,-10.959795,0.219529
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,sociology,201,0.273632,-11.191496,0.067777,-11.191496,0.067777
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,us_foreign_policy,100,0.230000,-11.414343,-0.124380,-11.414343,-0.124380
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,virology,166,0.301205,-11.350965,0.215595,-11.350965,0.215595
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,world_religions,171,0.204678,-11.723824,-0.255577,-11.723824,-0.255577
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,abstract_algebra,100,0.220000,-11.367564,-0.023021,-11.367564,-0.023021
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,anatomy,135,0.185185,-11.779084,-0.255801,-11.779084,-0.255801
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,astronomy,152,0.164474,-11.820509,-0.248523,-11.820509,-0.248523
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,business_ethics,100,0.300000,-11.368359,0.118460,-11.368359,0.118460
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,clinical_knowledge,265,0.222642,-11.596047,-0.038177,-11.596047,-0.038177
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,college_biology,144,0.256944,-11.605686,-0.043167,-11.605686,-0.043167
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,college_chemistry,100,0.200000,-11.652608,-0.235818,-11.652608,-0.235818
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,college_computer_science,100,0.260000,-11.595660,-0.087305,-11.595660,-0.087305
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,college_mathematics,100,0.200000,-11.661090,-0.235459,-11.661090,-0.235459
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,college_medicine,173,0.213873,-11.667529,-0.124272,-11.667529,-0.124272
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,college_physics,102,0.215686,-11.702675,-0.227390,-11.702675,-0.227390
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,computer_security,100,0.280000,-11.625972,0.034911,-11.625972,0.034911
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,conceptual_physics,235,0.263830,-11.543898,0.151750,-11.543898,0.151750
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,econometrics,114,0.219298,-11.759911,-0.051949,-11.759911,-0.051949
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,electrical_engineering,145,0.234483,-11.636376,-0.033241,-11.636376,-0.033241
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,elementary_mathematics,378,0.206349,-11.444081,-0.110508,-11.444081,-0.110508
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,formal_logic,126,0.293651,-11.559350,0.083588,-11.559350,0.083588
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,global_facts,100,0.220000,-11.152456,0.117018,-11.152456,0.117018
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,high_school_biology,310,0.177419,-11.796005,-0.241734,-11.796005,-0.241734
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,high_school_chemistry,203,0.152709,-11.758245,-0.293902,-11.758245,-0.293902
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,high_school_computer_science,100,0.250000,-11.567883,0.021951,-11.567883,0.021951
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,high_school_european_history,165,0.212121,-11.828347,-0.142513,-11.828347,-0.142513
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,high_school_geography,198,0.171717,-11.744669,-0.228852,-11.744669,-0.228852
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,high_school_government_and_politics,193,0.207254,-11.774967,-0.173781,-11.774967,-0.173781
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,high_school_macroeconomics,390,0.207692,-11.811928,-0.162186,-11.811928,-0.162186
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,high_school_mathematics,270,0.207407,-11.445561,-0.091592,-11.445561,-0.091592
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,high_school_microeconomics,238,0.205882,-11.808551,-0.135014,-11.808551,-0.135014
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,high_school_physics,151,0.198675,-11.799564,-0.185479,-11.799564,-0.185479
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,high_school_psychology,545,0.192661,-11.676782,-0.190663,-11.676782,-0.190663
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,high_school_statistics,216,0.134259,-11.991781,-0.501241,-11.991781,-0.501241
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,high_school_us_history,204,0.254902,-11.665281,0.006255,-11.665281,0.006255
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,high_school_world_history,237,0.274262,-11.634539,0.079773,-11.634539,0.079773
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,human_aging,223,0.313901,-11.297298,0.336387,-11.297298,0.336387
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,human_sexuality,131,0.259542,-11.478706,0.105922,-11.478706,0.105922
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,international_law,121,0.239669,-11.708924,-0.059196,-11.708924,-0.059196
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,jurisprudence,108,0.268519,-11.561090,0.081746,-11.561090,0.081746
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,logical_fallacies,163,0.226994,-11.685659,-0.101390,-11.685659,-0.101390
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,machine_learning,112,0.312500,-11.314952,0.183910,-11.314952,0.183910
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,management,103,0.174757,-11.737072,-0.275075,-11.737072,-0.275075
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,marketing,234,0.273504,-11.592954,0.105786,-11.592954,0.105786
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,medical_genetics,100,0.310000,-11.334283,0.186425,-11.334283,0.186425
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,miscellaneous,783,0.238825,-11.482549,0.018730,-11.482549,0.018730
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,moral_disputes,346,0.239884,-11.748438,-0.052260,-11.748438,-0.052260
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,moral_scenarios,895,0.237989,-11.564862,-0.030640,-11.564862,-0.030640
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,nutrition,306,0.225490,-11.590313,-0.066799,-11.590313,-0.066799
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,philosophy,311,0.186495,-11.774883,-0.149649,-11.774883,-0.149649
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,prehistory,324,0.228395,-11.562715,-0.072814,-11.562715,-0.072814
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,professional_accounting,282,0.244681,-11.576895,-0.047472,-11.576895,-0.047472
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,professional_law,1534,0.245763,-11.914681,-0.038781,-11.914681,-0.038781
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,professional_medicine,272,0.183824,-11.756828,-0.294666,-11.756828,-0.294666
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,professional_psychology,612,0.254902,-11.574851,0.015272,-11.574851,0.015272
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,public_relations,110,0.218182,-11.468299,0.096573,-11.468299,0.096573
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,security_studies,245,0.187755,-11.745078,-0.186762,-11.745078,-0.186762
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,sociology,201,0.243781,-11.662756,-0.061022,-11.662756,-0.061022
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,us_foreign_policy,100,0.280000,-11.541314,0.089130,-11.541314,0.089130
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,virology,166,0.283133,-11.395194,0.149576,-11.395194,0.149576
LLama2_Uspto_Pubmed_Ckpt_4,LLaMA2-7B,mix,0.195,world_religions,171,0.321637,-11.353037,0.185000,-11.353037,0.185000
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,abstract_algebra,100,0.290000,-12.261145,0.055161,-12.261145,0.055161
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,anatomy,135,0.259259,-12.152837,0.155168,-12.152837,0.155168
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,astronomy,152,0.190789,-12.144584,0.006647,-12.144584,0.006647
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,business_ethics,100,0.270000,-12.161523,-0.159536,-12.161523,-0.159536
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,clinical_knowledge,265,0.264151,-12.209176,0.159988,-12.209176,0.159988
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,college_biology,144,0.229167,-12.136763,-0.025863,-12.136763,-0.025863
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,college_chemistry,100,0.260000,-12.052275,0.241562,-12.052275,0.241562
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,college_computer_science,100,0.230000,-12.289473,-0.088990,-12.289473,-0.088990
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,college_mathematics,100,0.280000,-12.266885,0.144486,-12.266885,0.144486
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,college_medicine,173,0.219653,-12.159341,0.161197,-12.159341,0.161197
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,college_physics,102,0.235294,-12.219706,0.098985,-12.219706,0.098985
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,computer_security,100,0.290000,-12.315453,-0.209102,-12.315453,-0.209102
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,conceptual_physics,235,0.272340,-12.169836,0.086078,-12.169836,0.086078
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,econometrics,114,0.271930,-12.239427,0.084863,-12.239427,0.084863
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,electrical_engineering,145,0.248276,-12.256950,-0.017431,-12.256950,-0.017431
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,elementary_mathematics,378,0.267196,-12.215524,0.145299,-12.215524,0.145299
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,formal_logic,126,0.277778,-12.355009,0.030922,-12.355009,0.030922
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,global_facts,100,0.300000,-12.328865,0.215154,-12.328865,0.215154
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,high_school_biology,310,0.280645,-12.046646,0.190134,-12.046646,0.190134
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,high_school_chemistry,203,0.310345,-12.044599,0.149656,-12.044599,0.149656
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,high_school_computer_science,100,0.190000,-12.317919,-0.129790,-12.317919,-0.129790
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,high_school_european_history,165,0.242424,-12.109182,0.066396,-12.109182,0.066396
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,high_school_geography,198,0.247475,-12.022567,0.284123,-12.022567,0.284123
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,high_school_government_and_politics,193,0.269430,-11.905210,0.232784,-11.905210,0.232784
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,high_school_macroeconomics,390,0.256410,-12.214054,0.153295,-12.214054,0.153295
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,high_school_mathematics,270,0.244444,-12.258462,0.096912,-12.258462,0.096912
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,high_school_microeconomics,238,0.268908,-12.100236,0.223023,-12.100236,0.223023
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,high_school_physics,151,0.225166,-12.196943,0.109806,-12.196943,0.109806
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,high_school_psychology,545,0.247706,-12.075533,0.209434,-12.075533,0.209434
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,high_school_statistics,216,0.194444,-12.105465,0.322415,-12.105465,0.322415
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,high_school_us_history,204,0.245098,-12.246176,-0.047317,-12.246176,-0.047317
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,high_school_world_history,237,0.253165,-12.168266,-0.048368,-12.168266,-0.048368
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,human_aging,223,0.327354,-12.286533,-0.174624,-12.286533,-0.174624
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,human_sexuality,131,0.236641,-12.317160,-0.068650,-12.317160,-0.068650
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,international_law,121,0.214876,-12.010907,-0.056241,-12.010907,-0.056241
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,jurisprudence,108,0.314815,-12.150541,0.093503,-12.150541,0.093503
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,logical_fallacies,163,0.245399,-12.044148,0.077452,-12.044148,0.077452
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,machine_learning,112,0.196429,-12.429775,-0.240552,-12.429775,-0.240552
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,management,103,0.252427,-12.041755,0.296292,-12.041755,0.296292
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,marketing,234,0.217949,-12.478015,-0.162616,-12.478015,-0.162616
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,medical_genetics,100,0.280000,-12.371170,-0.152448,-12.371170,-0.152448
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,miscellaneous,783,0.261814,-12.142461,0.045328,-12.142461,0.045328
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,moral_disputes,346,0.231214,-12.226954,-0.030458,-12.226954,-0.030458
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,moral_scenarios,895,0.275978,-12.491463,0.072300,-12.491463,0.072300
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,nutrition,306,0.235294,-12.118610,0.042987,-12.118610,0.042987
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,philosophy,311,0.273312,-12.192859,0.136636,-12.192859,0.136636
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,prehistory,324,0.256173,-12.195882,-0.008570,-12.195882,-0.008570
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,professional_accounting,282,0.244681,-12.254656,-0.029009,-12.254656,-0.029009
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,professional_law,1534,0.235332,-12.236805,-0.015009,-12.236805,-0.015009
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,professional_medicine,272,0.213235,-12.127438,0.305960,-12.127438,0.305960
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,professional_psychology,612,0.235294,-12.230925,-0.020296,-12.230925,-0.020296
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,public_relations,110,0.245455,-12.104477,0.148368,-12.104477,0.148368
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,security_studies,245,0.236735,-12.075024,0.152127,-12.075024,0.152127
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,sociology,201,0.243781,-12.142872,-0.034172,-12.142872,-0.034172
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,us_foreign_policy,100,0.150000,-12.288016,-0.208330,-12.288016,-0.208330
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,virology,166,0.283133,-12.118468,-0.060306,-12.118468,-0.060306
LLama2_Uspto_Pubmed_Ckpt_5,LLaMA2-7B,mix,0.195,world_religions,171,0.192982,-12.561585,-0.371889,-12.561585,-0.371889
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,abstract_algebra,100,0.210000,-12.480161,-0.243248,-12.480161,-0.243248
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,anatomy,135,0.185185,-12.405808,-0.281186,-12.405808,-0.281186
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,astronomy,152,0.184211,-12.158199,-0.107925,-12.158199,-0.107925
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,business_ethics,100,0.300000,-12.035641,0.089500,-12.035641,0.089500
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,clinical_knowledge,265,0.222642,-12.171335,-0.013662,-12.171335,-0.013662
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,college_biology,144,0.250000,-12.112794,0.060646,-12.112794,0.060646
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,college_chemistry,100,0.190000,-12.094314,0.081179,-12.094314,0.081179
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,college_computer_science,100,0.260000,-12.019713,0.146346,-12.019713,0.146346
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,college_mathematics,100,0.210000,-12.243007,-0.024378,-12.243007,-0.024378
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,college_medicine,173,0.225434,-12.112012,0.016191,-12.112012,0.016191
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,college_physics,102,0.225490,-12.019730,0.211857,-12.019730,0.211857
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,computer_security,100,0.280000,-12.166350,-0.002765,-12.166350,-0.002765
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,conceptual_physics,235,0.263830,-12.192987,0.023916,-12.192987,0.023916
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,econometrics,114,0.236842,-12.159599,-0.060349,-12.159599,-0.060349
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,electrical_engineering,145,0.241379,-12.231175,-0.086949,-12.231175,-0.086949
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,elementary_mathematics,378,0.216931,-12.318907,-0.101166,-12.318907,-0.101166
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,formal_logic,126,0.277778,-11.758646,0.488003,-11.758646,0.488003
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,global_facts,100,0.180000,-12.415831,-0.318454,-12.415831,-0.318454
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,high_school_biology,310,0.177419,-12.257069,-0.214256,-12.257069,-0.214256
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,high_school_chemistry,203,0.137931,-12.421279,-0.374537,-12.421279,-0.374537
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,high_school_computer_science,100,0.250000,-12.233225,-0.122390,-12.233225,-0.122390
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,high_school_european_history,165,0.218182,-12.045992,-0.144567,-12.045992,-0.144567
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,high_school_geography,198,0.176768,-12.236798,-0.161591,-12.236798,-0.161591
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,high_school_government_and_politics,193,0.196891,-12.123002,-0.072896,-12.123002,-0.072896
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,high_school_macroeconomics,390,0.202564,-12.085701,-0.003120,-12.085701,-0.003120
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,high_school_mathematics,270,0.218519,-12.357299,-0.136222,-12.357299,-0.136222
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,high_school_microeconomics,238,0.210084,-12.113485,-0.066958,-12.113485,-0.066958
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,high_school_physics,151,0.211921,-12.226725,-0.123219,-12.226725,-0.123219
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,high_school_psychology,545,0.192661,-12.213844,-0.095930,-12.213844,-0.095930
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,high_school_statistics,216,0.152778,-12.179630,-0.215819,-12.179630,-0.215819
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,high_school_us_history,204,0.250000,-11.933641,0.018329,-11.933641,0.018329
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,high_school_world_history,237,0.270042,-11.907266,0.036902,-11.907266,0.036902
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,human_aging,223,0.313901,-12.132661,0.028683,-12.132661,0.028683
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,human_sexuality,131,0.259542,-12.106903,0.106405,-12.106903,0.106405
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,international_law,121,0.239669,-12.286797,-0.265660,-12.286797,-0.265660
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,jurisprudence,108,0.259259,-11.992706,0.062506,-11.992706,0.062506
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,logical_fallacies,163,0.220859,-12.271847,-0.233061,-12.271847,-0.233061
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,machine_learning,112,0.321429,-12.096641,0.107469,-12.096641,0.107469
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,management,103,0.174757,-12.285518,-0.111380,-12.285518,-0.111380
LLama2_Uspto_Pubmed_Ckpt_6,LLaMA2-7B,mix,0.195,marketing,234,0.290598,-12.016066,0.095603,-12.016066,0.095603
